0,0,807
1,807,1022
2,1829,922
3,2751,924
4,3675,1022
5,4697,924
6,5621,925
7,6546,1022
8,7568,923
9,8491,924
10,9415,1397
11,10812,917
12,11729,1023
13,12752,923
14,13675,924
15,14599,923
16,15522,921
17,16443,1021
18,17464,919
19,18383,921
20,19304,923
21,20227,923
22,21150,921
23,22071,922
24,22993,926
25,23919,1285
26,25204,1678
27,26882,926
28,27808,925
29,28733,926
30,29659,925
31,30584,924
